Year,Month,ProvinceID,ProvinceName,Tmax,Tmin
2019,3,31,?????????,40.4,20.1
2019,3,32,????????,39.7,22
2019,3,33,????????,39.3,21.5
2019,3,34,???????????,40.3,20.5
2019,3,36,???????,41.3,20.6
2019,3,40,???????,40.9,18.6
2019,3,41,????????,40.1,19.4
2019,3,42,???,40.5,16.4
2019,3,43,???????,39.3,21.5
2019,3,44,?????????,41.5,21
2019,3,45,????????,40.7,21.5
2019,3,46,?????????,39.9,19.6
2019,3,47,??????,39.8,21.3
2019,3,48,??????,39.2,21.5
2019,3,49,????????,40.5,22
2019,3,50,?????????,39.2,13.7
2019,3,51,?????,39.5,16.6
2019,3,52,?????,41,16.2
2019,3,53,?????????,40.1,20
2019,3,54,????,40.4,18
2019,3,55,????,39.8,12.6
2019,3,56,?????,37.5,15
2019,3,57,????????,37.6,13.9
2019,3,58,??????????,39.5,13.5
2019,3,60,?????????,41.1,21
2019,3,62,?????????,39.7,19.5
2019,3,63,???,41.2,10.6
2019,3,64,???????,41.5,20.4
2019,3,65,????????,38.8,19
2019,3,66,??????,38.8,19.7
2019,3,67,?????????,40.5,18
2019,3,70,???????,39.4,19.2
2019,3,71,?????????,41.4,16.8
2019,3,72,??????????,40.4,19.5
2019,3,73,??????,39.3,17.5
2019,3,76,????????,36,21.8
2019,3,77,???????????????,38.6,17.5
2019,3,80,?????????????,39,20.7
2019,3,81,??????,38.4,22
2019,3,82,?????,36.8,22.7
2019,3,83,??????,37.8,22.1
2019,3,84,????????????,38.5,19.9
2019,3,85,?????,36.5,21
2019,3,86,?????,37.8,20
2019,3,90,?????,39.2,16.9
2019,3,91,????,37.4,19.7
2019,3,92,????,38,21.7
2019,3,93,??????,36,21.5
2019,3,94,???????,37,19.4
2019,3,95,????,38.9,18.4
2019,3,96,????????,35.7,
2019,4,10,?????????????,39.7,24.7
2019,4,11,???????????,33.8,25.5
2019,4,13,????????,41.2,24.3
2019,4,14,???????????????,39.5,22.2
2019,4,16,??????,42.1,22.9
2019,4,18,??????,41,21.1
2019,4,20,??????,39.2,23.4
2019,4,21,?????,36.5,24.5
2019,4,22,????????,36.3,23
2019,4,23,????,35.1,23.5
2019,4,24,??????????,39.5,21.7
2019,4,25,??????????,40.2,21.6
2019,4,27,???????,40.3,22
2019,4,30,??????????,41.9,21.5
2019,4,31,?????????,40.8,22
2019,4,32,????????,40.8,23.1
2019,4,33,????????,40.5,21.7
2019,4,34,???????????,40.7,22.6
2019,4,36,???????,42.5,22.6
2019,4,40,???????,42.3,22.8
2019,4,41,????????,42.5,23.5
2019,4,42,???,43.4,21.4
2019,4,43,???????,41.5,22.3
2019,4,44,?????????,43.3,23.8
2019,4,45,????????,41.3,23.7
2019,4,46,?????????,41.4,23.5
2019,4,47,??????,40.2,24
2019,4,48,??????,40.2,22.6
2019,4,49,????????,41.6,24
2019,4,50,?????????,41.6,18.3
2019,4,51,?????,42.2,19.2
2019,4,52,?????,44.2,20.3
2019,4,53,?????????,42.5,24.4
2019,4,54,????,43,22.9
2019,4,55,????,41.5,17
2019,4,56,?????,39.8,19
2019,4,57,????????,40.2,16.6
2019,4,58,??????????,43.2,15
2019,4,60,?????????,42.5,23.3
2019,4,62,?????????,42,24.2
2019,4,63,???,43.9,14.3
2019,4,64,???????,42.9,24.2
2019,4,65,????????,41.5,24.2
2019,4,66,??????,41,23.2
2019,4,67,?????????,42.6,22.8
2019,4,70,???????,39.7,23.7
2019,4,71,?????????,42.1,22.1
2019,4,72,??????????,41.7,24
2019,4,73,??????,40.5,23.2
2019,4,76,????????,38.4,24.8
2019,4,77,???????????????,39.9,22.6
2019,4,80,?????????????,39.2,21.5
2019,4,81,??????,37.4,22.8
2019,4,82,?????,34.8,23.9
2019,4,83,??????,38,22.9
2019,4,84,????????????,39.2,22.1
2019,4,85,?????,37.2,24.4
2019,4,86,?????,38.2,22.6
2019,4,90,?????,38.2,21.8
2019,4,91,????,36.7,22.9
2019,4,92,????,38,22.6
2019,4,93,??????,36.6,24
2019,4,94,???????,37.5,23
2019,4,95,????,38.3,21.7
2019,4,96,????????,36.2,
2019,5,10,?????????????,40,23.2
2019,5,11,???????????,34.8,25.5
2019,5,13,????????,40,24.3
2019,5,14,???????????????,38.3,24
2019,5,16,??????,41.2,23.9
2019,5,18,??????,39.3,23.4
2019,5,20,??????,39,23.1
2019,5,21,?????,37.2,24.4
2019,5,22,????????,36.4,20
2019,5,23,????,34.6,24.5
2019,5,24,??????????,38.5,23.7
2019,5,25,??????????,40.3,24.2
2019,5,27,???????,39.3,24.4
2019,5,30,??????????,41,22.4
2019,5,31,?????????,39.7,22.2
2019,5,32,????????,39.9,22.6
2019,5,33,????????,39.9,23.3
2019,5,34,???????????,40.9,23
2019,5,36,???????,41.2,22.4
2019,5,40,???????,41.5,23.5
2019,5,41,????????,40.4,24
2019,5,42,???,42.2,23.7
2019,5,43,???????,40.3,24
2019,5,44,?????????,42,24
2019,5,45,????????,39.4,24.6
2019,5,46,?????????,41.2,24
2019,5,47,??????,38,23.7
2019,5,48,??????,37,23.8
2019,5,49,????????,40,23.9
2019,5,50,?????????,41,16
2019,5,51,?????,40.8,22.7
2019,5,52,?????,42.2,20
2019,5,53,?????????,43,24.5
2019,5,54,????,42,21.7
2019,5,55,????,42.5,22.2
2019,5,56,?????,40,21.5
2019,5,57,????????,42,23
2019,5,58,??????????,42.6,20.9
2019,5,60,?????????,42.5,23.2
2019,5,62,?????????,40.9,24.1
2019,5,63,???,41.5,19.8
2019,5,64,???????,42.5,23.4
2019,5,65,????????,40.8,22.9
2019,5,66,??????,40.1,24
2019,5,67,?????????,42.2,23.4
2019,5,70,???????,40.4,24
2019,5,71,?????????,41,21.7
2019,5,72,??????????,41.7,23.5
2019,5,73,??????,40.1,23.6
2019,5,76,????????,38.4,24.1
2019,5,77,???????????????,38.9,22.7
2019,5,80,?????????????,37,23.3
2019,5,81,??????,34.8,22.7
2019,5,82,?????,33.4,23.2
2019,5,83,??????,36.7,21.6
2019,5,84,????????????,39,22.8
2019,5,85,?????,35.5,24
2019,5,86,?????,38.3,24
2019,5,90,?????,38.4,22.7
2019,5,91,????,35.6,23.4
2019,5,92,????,36,23.3
2019,5,93,??????,37.1,23.8
2019,5,94,???????,36.1,24
2019,5,95,????,37.7,24
2019,5,96,????????,36.4,24.3
2019,6,10,?????????????,38.3,24.5
2019,6,11,???????????,34.4,24.6
2019,6,13,????????,38.5,25
2019,6,14,???????????????,38.2,24.2
2019,6,16,??????,40.5,24.1
2019,6,18,??????,37.8,24.5
2019,6,20,??????,36.5,23.4
2019,6,21,?????,36,24.7
2019,6,22,????????,35.4,24
2019,6,23,????,34.3,23.6
2019,6,24,??????????,37,23.5
2019,6,25,??????????,37.8,23.9
2019,6,27,???????,38,24.1
2019,6,30,??????????,39,22.6
2019,6,31,?????????,37.6,22.7
2019,6,32,????????,37.8,22.8
2019,6,33,????????,37,23.8
2019,6,34,???????????,36.9,24
2019,6,36,???????,39.7,24.4
2019,6,40,???????,39,24
2019,6,41,????????,37.1,23.8
2019,6,42,???,38.7,24.2
2019,6,43,???????,37.5,23.6
2019,6,44,?????????,39.5,24
2019,6,45,????????,37.7,24
2019,6,46,?????????,38.7,23.9
2019,6,47,??????,36.5,23.5
2019,6,48,??????,36.6,23.3
2019,6,49,????????,37.5,24.1
2019,6,50,?????????,38.3,17.5
2019,6,51,?????,38.5,24.5
2019,6,52,?????,39.5,23.5
2019,6,53,?????????,38.6,25.1
2019,6,54,????,37.9,23.5
2019,6,55,????,39.1,23
2019,6,56,?????,38.5,23.5
2019,6,57,????????,38,23.2
2019,6,58,??????????,38,22.5
2019,6,60,?????????,37.7,24
2019,6,62,?????????,37.8,24.4
2019,6,63,???,39.1,19.7
2019,6,64,???????,38.6,23.4
2019,6,65,????????,37.5,23.3
2019,6,66,??????,38,24.5
2019,6,67,?????????,39.2,23.4
2019,6,70,???????,37.4,24.7
2019,6,71,?????????,38,22.1
2019,6,72,??????????,38.8,24.6
2019,6,73,??????,37.3,24
2019,6,76,????????,37.2,24.9
2019,6,77,???????????????,37.3,22.5
2019,6,80,?????????????,37.1,23.5
2019,6,81,??????,34.8,22.7
2019,6,82,?????,34.3,23.5
2019,6,83,??????,35.7,22.2
2019,6,84,????????????,36.3,22.6
2019,6,85,?????,34.5,24.2
2019,6,86,?????,35.9,23.5
2019,6,90,?????,36.7,22.3
2019,6,91,????,34.6,22.8
2019,6,92,????,35.7,23.4
2019,6,93,??????,36.7,24.3
2019,6,94,???????,36.4,23.9
2019,6,95,????,36.4,22.6
2019,6,96,????????,35.2,
2019,7,10,?????????????,36.7,23.8
2019,7,11,???????????,33.1,23.9
2019,7,13,????????,38.1,24.3
2019,7,14,???????????????,36.7,23.3
2019,7,16,??????,38.4,23.1
2019,7,18,??????,37.8,24
2019,7,20,??????,38.1,23.8
2019,7,21,?????,35.9,24.9
2019,7,22,????????,34.4,22.5
2019,7,23,????,33.8,22.8
2019,7,24,??????????,36.2,22.1
2019,7,25,??????????,37.1,23.7
2019,7,27,???????,36.2,23
2019,7,30,??????????,38.5,21
2019,7,31,?????????,38.8,22.1
2019,7,32,????????,38,22.2
2019,7,33,????????,37.6,22.7
2019,7,34,???????????,36.4,22.5
2019,7,36,???????,39.1,22.2
2019,7,40,???????,39.2,22.6
2019,7,41,????????,37.7,23.4
2019,7,42,???,38.4,21.8
2019,7,43,???????,37.8,23.5
2019,7,44,?????????,38.5,23.6
2019,7,45,????????,37.8,23.5
2019,7,46,?????????,39.2,23
2019,7,47,??????,36.5,22.5
2019,7,48,??????,35.5,22.9
2019,7,49,????????,37,23.5
2019,7,50,?????????,39.5,16.5
2019,7,51,?????,40.2,23.2
2019,7,52,?????,40.4,22.7
2019,7,53,?????????,39.5,23
2019,7,54,????,38.7,22.6
2019,7,55,????,39.5,21.5
2019,7,56,?????,38,21.3
2019,7,57,????????,38.5,22.4
2019,7,58,??????????,37.5,21.4
2019,7,60,?????????,37.3,23.5
2019,7,62,?????????,38.4,23.8
2019,7,63,???,39.9,18.2
2019,7,64,???????,38.8,21.6
2019,7,65,????????,37.5,23.6
2019,7,66,??????,37,23.4
2019,7,67,?????????,38.6,22.5
2019,7,70,???????,36.8,23.7
2019,7,71,?????????,37.7,21.1
2019,7,72,??????????,37.9,23.5
2019,7,73,??????,37.7,23.5
2019,7,76,????????,36.8,24.4
2019,7,77,???????????????,37.9,21.8
2019,7,80,?????????????,37.3,22.5
2019,7,81,??????,34.4,21.7
2019,7,82,?????,34,22.4
2019,7,83,??????,35.4,20.9
2019,7,84,????????????,38,22.3
2019,7,85,?????,33.7,24
2019,7,86,?????,36,23
2019,7,90,?????,37,21
2019,7,91,????,34.7,21.8
2019,7,92,????,35.3,22.9
2019,7,93,??????,36.4,23
2019,7,94,???????,35.4,21.7
2019,7,95,????,35.7,21.9
2019,7,96,????????,35.5,
2019,8,10,?????????????,37.1,23.2
2019,8,11,???????????,32.2,25.5
2019,8,13,????????,37.5,25
2019,8,14,???????????????,36,23.1
2019,8,16,??????,35.8,22.7
2019,8,18,??????,35.6,23.8
2019,8,20,??????,35.8,24
2019,8,21,?????,34.8,24
2019,8,22,????????,33.3,23.5
2019,8,23,????,34,21.5
2019,8,24,??????????,35.5,23
2019,8,25,??????????,35.6,24
2019,8,27,???????,36,23.5
2019,8,30,??????????,36.7,22.2
2019,8,31,?????????,38.5,22.6
2019,8,32,????????,36,22.8
2019,8,33,????????,34.8,22
2019,8,34,???????????,35,22.2
2019,8,36,???????,35.9,22.4
2019,8,40,???????,36.9,22.5
2019,8,41,????????,35.4,23.5
2019,8,42,???,35.6,23.3
2019,8,43,???????,35.8,23.2
2019,8,44,?????????,36.7,22.5
2019,8,45,????????,35.8,23.7
2019,8,46,?????????,36.6,22.8
2019,8,47,??????,35.8,23
2019,8,48,??????,34.2,23.3
2019,8,49,????????,35,22.5
2019,8,50,?????????,35.3,17.4
2019,8,51,?????,35.6,23
2019,8,52,?????,35.9,23
2019,8,53,?????????,35.3,23.9
2019,8,54,????,34.7,23.1
2019,8,55,????,35.4,21.8
2019,8,56,?????,34.5,22.5
2019,8,57,????????,34.4,22.5
2019,8,58,??????????,34.5,21.5
2019,8,60,?????????,35.5,23.2
2019,8,62,?????????,34.7,23.9
2019,8,63,???,35.6,17.4
2019,8,64,???????,35.3,22.6
2019,8,65,????????,34.6,23.8
2019,8,66,??????,34.9,24
2019,8,67,?????????,35.3,23
2019,8,70,???????,34.9,24.4
2019,8,71,?????????,37.5,23
2019,8,72,??????????,37,23.9
2019,8,73,??????,35.6,23.2
2019,8,76,????????,35.2,24.3
2019,8,77,???????????????,38,22.5
2019,8,80,?????????????,37,22.5
2019,8,81,??????,34,22
2019,8,82,?????,32.6,22.7
2019,8,83,??????,35.1,21.6
2019,8,84,????????????,36,22
2019,8,85,?????,33.1,22.9
2019,8,86,?????,34.6,23
2019,8,90,?????,36.9,21
2019,8,91,????,34.6,22.6
2019,8,92,????,34.6,22.7
2019,8,93,??????,35.8,23.3
2019,8,94,???????,35.7,23
2019,8,95,????,35.5,22.2
2019,8,96,????????,36,
2019,9,10,?????????????,36.7,22.3
2019,9,11,???????????,33.4,23.9
2019,9,13,????????,37.5,24
2019,9,14,???????????????,35.6,22.7
2019,9,16,??????,36.4,22.1
2019,9,18,??????,35.8,23
2019,9,20,??????,37.5,23.5
2019,9,21,?????,35.4,23.8
2019,9,22,????????,36,23
2019,9,23,????,33.2,22.6
2019,9,24,??????????,35.6,23.1
2019,9,25,??????????,36.2,23.5
2019,9,27,???????,35,23.5
2019,9,30,??????????,35.2,20.3
2019,9,31,?????????,34.8,21.2
2019,9,32,????????,34.1,22
2019,9,33,????????,34.6,22.5
2019,9,34,???????????,34.2,22
2019,9,36,???????,34.7,22
2019,9,40,???????,35.1,21.6
2019,9,41,????????,34.8,21.8
2019,9,42,???,35.6,20.8
2019,9,43,???????,35.4,23.3
2019,9,44,?????????,35.8,21.8
2019,9,45,????????,34.4,22.7
2019,9,46,?????????,34.7,21.8
2019,9,47,??????,34.3,21.6
2019,9,48,??????,35,21.1
2019,9,49,????????,34.9,22
2019,9,50,?????????,36.3,15.3
2019,9,51,?????,35.6,22.6
2019,9,52,?????,36.3,21.3
2019,9,53,?????????,37.5,23.9
2019,9,54,????,37,22.5
2019,9,55,????,37,19.4
2019,9,56,?????,35,20.5
2019,9,57,????????,34.8,20.1
2019,9,58,??????????,37.2,20.4
2019,9,60,?????????,36.5,22.7
2019,9,62,?????????,35.4,23.4
2019,9,63,???,36.2,17.3
2019,9,64,???????,36.5,22.8
2019,9,65,????????,34.6,24
2019,9,66,??????,35.5,23.8
2019,9,67,?????????,36.9,22
2019,9,70,???????,35.5,23.5
2019,9,71,?????????,36.5,21.7
2019,9,72,??????????,37,23.7
2019,9,73,??????,35.6,23.5
2019,9,76,????????,36.4,23.8
2019,9,77,???????????????,37.1,22.1
2019,9,80,?????????????,35.5,22.7
2019,9,81,??????,34.1,22
2019,9,82,?????,34.5,22.5
2019,9,83,??????,34.8,21.6
2019,9,84,????????????,36.4,22
2019,9,85,?????,33.9,23
2019,9,86,?????,34.7,23
2019,9,90,?????,36.2,21.1
2019,9,91,????,35,22.3
2019,9,92,????,35.4,22.7
2019,9,93,??????,36,23.2
2019,9,94,???????,35.3,22.7
2019,9,95,????,35.5,22.5
2019,9,96,????????,35.1,
2019,10,10,?????????????,37.6,22.8
2019,10,11,???????????,33.7,22.5
2019,10,13,????????,38.5,22.7
2019,10,14,???????????????,37.1,20.3
2019,10,16,??????,37.4,18
2019,10,18,??????,36.3,20
2019,10,20,??????,36.4,22.5
2019,10,21,?????,34.8,22.7
2019,10,22,????????,35.8,23.5
2019,10,23,????,34.9,23
2019,10,24,??????????,36.8,20.2
2019,10,25,??????????,37.5,21.5
2019,10,27,???????,36.5,20.7
2019,10,30,??????????,35.8,19.3
2019,10,31,?????????,36.9,18.9
2019,10,32,????????,34.8,19.3
2019,10,33,????????,36,20
2019,10,34,???????????,36,20.5
2019,10,36,???????,36.2,21.1
2019,10,40,???????,36.9,18.5
2019,10,41,????????,36.3,17.8
2019,10,42,???,37.4,17.2
2019,10,43,???????,36.7,20
2019,10,44,?????????,36.4,19.4
2019,10,45,????????,35.4,19.8
2019,10,46,?????????,35.3,18.5
2019,10,47,??????,34.9,18.9
2019,10,48,??????,35.2,19.1
2019,10,49,????????,36,19.5
2019,10,50,?????????,36.5,16.1
2019,10,51,?????,35.6,22.2
2019,10,52,?????,37.2,20
2019,10,53,?????????,38.1,22.9
2019,10,54,????,36.9,20.2
2019,10,55,????,37,14.6
2019,10,56,?????,34.6,19.5
2019,10,57,????????,34,19.4
2019,10,58,??????????,36.7,20.3
2019,10,60,?????????,37.3,21.3
2019,10,62,?????????,36.3,22.5
2019,10,63,???,37,16.6
2019,10,64,???????,37.4,22.9
2019,10,65,????????,36.6,20.5
2019,10,66,??????,36.6,21.6
2019,10,67,?????????,38,19.7
2019,10,70,???????,35.3,23.1
2019,10,71,?????????,36.6,21.4
2019,10,72,??????????,36.6,20.9
2019,10,73,??????,36.2,21.6
2019,10,76,????????,36.8,23.5
2019,10,77,???????????????,35,21.8
2019,10,80,?????????????,34.7,22.5
2019,10,81,??????,34.8,21.5
2019,10,82,?????,32.5,22.7
2019,10,83,??????,34.5,21.1
2019,10,84,????????????,34.8,21.1
2019,10,85,?????,33.9,23.5
2019,10,86,?????,35.5,22.7
2019,10,90,?????,36.5,21
2019,10,91,????,34,21.8
2019,10,92,????,34.5,22.7
2019,10,93,??????,34,23.1
2019,10,94,???????,34.4,22.4
2019,10,95,????,34.4,21.8
2019,10,96,????????,34.2,
2019,11,10,?????????????,37,22
2019,11,11,???????????,32.2,22.5
2019,11,13,????????,37.1,21
2019,11,14,???????????????,36,18.3
2019,11,16,??????,36.7,16
2019,11,18,??????,35.5,20
2019,11,20,??????,38.5,19.7
2019,11,21,?????,35.2,21
2019,11,22,????????,35.2,20.2
2019,11,23,????,35.8,21.2
2019,11,24,??????????,36,18
2019,11,25,??????????,35.8,19
2019,11,27,???????,35.7,19.5
2019,11,30,??????????,35.2,15.9
2019,11,31,?????????,35.5,17.5
2019,11,32,????????,35.5,17.9
2019,11,33,????????,34.6,16.7
2019,11,34,???????????,34.8,17.7
2019,11,36,???????,36.1,17.5
2019,11,40,???????,35.9,17
2019,11,41,????????,35.2,16.9
2019,11,42,???,35.8,15
2019,11,43,???????,35.2,18.4
2019,11,44,?????????,35.4,17.5
2019,11,45,????????,35.2,18.8
2019,11,46,?????????,34.4,16.7
2019,11,47,??????,33.6,17
2019,11,48,??????,34.4,17.7
2019,11,49,????????,35,18.1
2019,11,50,?????????,34.8,14.2
2019,11,51,?????,34.1,17.4
2019,11,52,?????,36.7,15.4
2019,11,53,?????????,36,20
2019,11,54,????,35.7,15.6
2019,11,55,????,34.8,15.5
2019,11,56,?????,33.6,15.2
2019,11,57,????????,33.3,15.5
2019,11,58,??????????,35.5,16.5
2019,11,60,?????????,36.4,19.2
2019,11,62,?????????,35.4,18.3
2019,11,63,???,36.9,12.4
2019,11,64,???????,35.7,18.9
2019,11,65,????????,35.5,18.4
2019,11,66,??????,35.5,18.3
2019,11,67,?????????,36.6,17.4
2019,11,70,???????,34.5,20.3
2019,11,71,?????????,35.5,17.3
2019,11,72,??????????,35.8,18.1
2019,11,73,??????,35,17.6
2019,11,76,????????,35,21.9
2019,11,77,???????????????,34.5,19.1
2019,11,80,?????????????,34.5,21.7
2019,11,81,??????,34.1,20.4
2019,11,82,?????,33.7,22.6
2019,11,83,??????,34.1,20.4
2019,11,84,????????????,34.6,20.9
2019,11,85,?????,33.5,21.9
2019,11,86,?????,34,20.9
2019,11,90,?????,35.1,21.3
2019,11,91,????,35,22.5
2019,11,92,????,35.2,23.2
2019,11,93,??????,34.7,23
2019,11,94,???????,33.8,23
2019,11,95,????,33.6,22.6
2019,11,96,????????,33.8,
2019,12,10,?????????????,35.5,16.6
2019,12,11,???????????,32.2,19.6
2019,12,13,????????,36.5,15.9
2019,12,14,???????????????,36.6,15.6
2019,12,16,??????,36.5,11.5
2019,12,18,??????,35.2,13.8
2019,12,20,??????,37.2,15
2019,12,21,?????,34.9,17.5
2019,12,22,????????,36.7,16.8
2019,12,23,????,35,19.2
2019,12,24,??????????,36.2,14.4
2019,12,25,??????????,36,14.8
2019,12,27,???????,38,15
2019,12,30,??????????,35.7,12.3
2019,12,31,?????????,35.6,10.8
2019,12,32,????????,35.1,11.6
2019,12,33,????????,35,12.8
2019,12,34,???????????,35.3,13.7
2019,12,36,???????,35.4,13.2
2019,12,40,???????,35.3,9.4
2019,12,41,????????,34.2,9
2019,12,42,???,34.5,6.8
2019,12,43,???????,33.4,10.5
2019,12,44,?????????,35.6,11.5
2019,12,45,????????,34.3,12.7
2019,12,46,?????????,34.3,10
2019,12,47,??????,33.5,10
2019,12,48,??????,33.5,10.8
2019,12,49,????????,34.2,12.2
2019,12,50,?????????,33.2,6.8
2019,12,51,?????,33.5,9
2019,12,52,?????,35.6,7.5
2019,12,53,?????????,36.4,13
2019,12,54,????,35.4,8.2
2019,12,55,????,33.6,6.1
2019,12,56,?????,32.3,6.2
2019,12,57,????????,31.8,6.3
2019,12,58,??????????,34.4,8
2019,12,60,?????????,36.2,12.4
2019,12,62,?????????,35,11.4
2019,12,63,???,35.9,5.5
2019,12,64,???????,35,11.3
2019,12,65,????????,35.5,10.4
2019,12,66,??????,35,11.5
2019,12,67,?????????,36.5,11.4
2019,12,70,???????,35.2,16.6
2019,12,71,?????????,36,11.2
2019,12,72,??????????,35.6,15.1
2019,12,73,??????,35,14.2
2019,12,76,????????,33.8,17.5
2019,12,77,???????????????,35.5,14.4
2019,12,80,?????????????,34.5,19.9
2019,12,81,??????,34.8,20.6
2019,12,82,?????,33.3,21.1
2019,12,83,??????,34.5,20.2
2019,12,84,????????????,34.1,18.2
2019,12,85,?????,33.6,20.3
2019,12,86,?????,33.1,18.8
2019,12,90,?????,33,19.6
2019,12,91,????,34,20.4
2019,12,92,????,33.4,20.3
2019,12,93,??????,35,22.5
2019,12,94,???????,33.2,21.4
2019,12,95,????,33.2,20.4
2019,12,96,????????,31.2,
2020,1,10,?????????????,37,22.7
2020,1,11,???????????,32.9,25
2020,1,13,????????,37,21.4
2020,1,14,???????????????,37.3,19.2
2020,1,16,??????,37.6,17.5
2020,1,18,??????,36.3,18.3
2020,1,20,??????,37.8,20
2020,1,21,?????,34.7,20.5
2020,1,22,????????,36.3,20
2020,1,23,????,35.5,21.4
2020,1,24,??????????,37.5,18
2020,1,25,??????????,37.5,19.9
2020,1,27,???????,37.3,18
2020,1,30,??????????,37.2,16.5
2020,1,31,?????????,37.6,13.4
2020,1,32,????????,36.4,14.5
2020,1,33,????????,36.3,14.7
2020,1,34,???????????,36.8,14.5
2020,1,36,???????,37,17.9
2020,1,40,???????,37.1,14.1
2020,1,41,????????,35.9,15.3
2020,1,42,???,36.5,14.4
2020,1,43,???????,35,14.4
2020,1,44,?????????,36.7,16
2020,1,45,????????,36,15.2
2020,1,46,?????????,35.5,13.5
2020,1,47,??????,34.6,14.7
2020,1,48,??????,34.8,13.6
2020,1,49,????????,35.5,15
2020,1,50,?????????,34.4,9.4
2020,1,51,?????,35.6,9
2020,1,52,?????,37.6,8.5
2020,1,53,?????????,36,14
2020,1,54,????,36.6,9.2
2020,1,55,????,36.8,6.8
2020,1,56,?????,34.7,7.2
2020,1,57,????????,33.2,9
2020,1,58,??????????,36,7.3
2020,1,60,?????????,36.8,18
2020,1,62,?????????,36,14.2
2020,1,63,???,37.5,7.5
2020,1,64,???????,36,14.1
2020,1,65,????????,35.2,15.1
2020,1,66,??????,35.5,16.4
2020,1,67,?????????,37.4,15.2
2020,1,70,???????,35.9,18.2
2020,1,71,?????????,37.5,14.4
2020,1,72,??????????,36.7,16.1
2020,1,73,??????,36.3,15.5
2020,1,76,????????,35.2,20.6
2020,1,77,???????????????,36.8,16.9
2020,1,80,?????????????,36.5,18.8
2020,1,81,??????,36.8,21.4
2020,1,82,?????,35.2,21
2020,1,83,??????,36.1,20.4
2020,1,84,????????????,35.3,19.2
2020,1,85,?????,34.9,20
2020,1,86,?????,34.1,19.8
2020,1,90,?????,35.3,18.1
2020,1,91,????,36.5,21
2020,1,92,????,36,20.6
2020,1,93,??????,32.7,21.5
2020,1,94,???????,34.2,20.8
2020,1,95,????,35.2,18.6
2020,1,96,????????,32,
2020,2,10,?????????????,38.1,22.2
2020,2,11,???????????,32.2,25.6
2020,2,13,????????,38.7,20.8
2020,2,14,???????????????,38.6,17.6
2020,2,16,??????,39,17.5
2020,2,18,??????,37,18.3
2020,2,20,??????,37.8,19.8
2020,2,21,?????,35.4,22
2020,2,22,????????,35.9,20.5
2020,2,23,????,35.6,20.8
2020,2,24,??????????,38.2,18.6
2020,2,25,??????????,37.6,17.9
2020,2,27,???????,37.8,18
2020,2,30,??????????,38.4,16.5
2020,2,31,?????????,38,15.8
2020,2,32,????????,37.4,16
2020,2,33,????????,37.3,16
2020,2,34,???????????,38,16
2020,2,36,???????,37.7,16.5
2020,2,40,???????,37.9,15.2
2020,2,41,????????,37.2,15
2020,2,42,???,37.8,14
2020,2,43,???????,36.7,14.6
2020,2,44,?????????,37.5,16.4
2020,2,45,????????,37.5,16.5
2020,2,46,?????????,36.7,14.4
2020,2,47,??????,36.1,15.5
2020,2,48,??????,36.9,14.7
2020,2,49,????????,36.8,16.1
2020,2,50,?????????,35.6,12.7
2020,2,51,?????,36.5,14.5
2020,2,52,?????,38.4,14
2020,2,53,?????????,37.7,17.8
2020,2,54,????,36.8,14.8
2020,2,55,????,36.5,11
2020,2,56,?????,34.6,13.5
2020,2,57,????????,34,12.1
2020,2,58,??????????,36,10.2
2020,2,60,?????????,38,18.5
2020,2,62,?????????,37,17.3
2020,2,63,???,37.8,10
2020,2,64,???????,36.8,17.5
2020,2,65,????????,36.5,17.8
2020,2,66,??????,36,18.5
2020,2,67,?????????,38.3,16.6
2020,2,70,???????,36.6,18.2
2020,2,71,?????????,38,17.8
2020,2,72,??????????,38.1,19
2020,2,73,??????,36.2,17.2
2020,2,76,????????,35.2,19.8
2020,2,77,???????????????,36.7,16.2
2020,2,80,?????????????,37.5,18
2020,2,81,??????,37,20.5
2020,2,82,?????,35.6,19.1
2020,2,83,??????,37.2,20.4
2020,2,84,????????????,36.3,17.4
2020,2,85,?????,35.3,20.5
2020,2,86,?????,34.5,20.3
2020,2,90,?????,35.2,19.1
2020,2,91,????,36.4,20.5
2020,2,92,????,36.8,20.6
2020,2,93,??????,32.6,21.8
2020,2,94,???????,35,21.2
2020,2,95,????,34.7,20.4
2020,2,96,????????,31.8,
2020,3,10,?????????????,40.6,23.7
2020,3,11,???????????,33.2,26.1
2020,3,13,????????,40.1,23
2020,3,14,???????????????,41.1,21.4
2020,3,16,??????,41.8,21.5
2020,3,18,??????,41.2,22.6
2020,3,20,??????,37.3,22
2020,3,21,?????,34.7,25.8
2020,3,22,????????,36.3,23.5
2020,3,23,????,34.6,22.7
2020,3,24,??????????,39.5,22.2
2020,3,25,??????????,40.3,23
2020,3,27,???????,39.9,23.2
2020,3,30,??????????,41.2,20.2
2020,3,31,?????????,41,21.8
2020,3,32,????????,40.1,21
2020,3,33,????????,40.5,19.5
2020,3,34,???????????,40.7,19
2020,3,36,???????,41.2,21.4
2020,3,40,???????,41,20.8
2020,3,41,????????,39.5,20.7
2020,3,42,???,39.8,11
2020,3,43,???????,39.7,20.2
2020,3,44,?????????,40.8,20.5
2020,3,45,????????,40.2,21
2020,3,46,?????????,39.3,18.6
2020,3,47,??????,38.6,19.6
2020,3,48,??????,38.6,19.2
2020,3,49,????????,40.3,20.5
2020,3,50,?????????,42.2,16.2
