Weight,Height,Target
69.07,170.12,23.8651309318548
79.26,175.98,25.5946848834842
88.55,168.18,31.3079884408609
67.81,174.75,22.2058682180926
61.44,170.4,21.1602290546229
71.99,165.21,26.3746802009978
63.29,156.73,25.7667306377631
68.88,181.27,20.9603661319902
68.19,174.19,22.4756303170182
78.49,167.49,27.9765121605139
68.67,149.29,30.8111844349337
51.09,172.27,17.2153847353615
54.68,164.67,20.164096837485
74.83,167.91,26.5433616921792
66.83,167.46,23.8309723647827
66.83,169.3,23.3159451710323
48.26,171.93,16.3270450500068
84.25,179.63,26.1089388832204
61.46,176.09,19.8210650581374
75.83,174.86,24.8017596087884
53.23,160.54,20.6509021144519
63.61,166.82,22.8580251219715
60.8,177.56,19.2834331541317
60.79,171.13,20.7588091081411
68.63,173.97,22.6751959260682
72.5,187.21,20.6876238636059
90.36,158.53,35.953610083987
66.96,151.02,29.3574977762804
65.31,179.31,20.312886624988
64.71,187.33,18.4404474578983
66.74,159.02,26.3918765230322
54.81,164.11,20.3532012533851
67.64,186.3,19.4879868806184
70.09,162.57,26.5227609120599
67.4,179.87,20.8309109623004
78.78,175.33,25.6270444695211
67.94,158.21,27.1419573413165
70.85,186.45,20.3806195999433
76.52,156.77,31.135497886177
70.58,166.88,25.3425879197296
69.89,175.56,22.6745572269417
73.22,154.94,30.4974209747582
59.28,161.18,22.8181323139739
64.49,160.86,24.9241459291101
64.18,173.84,21.2379192158749
79.54,157.74,31.9696238950749
57.86,156.34,23.6742165252536
81.11,158.03,32.4810005468947
64.29,182.29,19.3479912697137
69.91,166.03,25.3608638352413
43.67,177.61,13.8427280860388
70.14,170.89,24.0190816774096
80.09,181.59,24.2874994428203
75.71,173.64,25.110574786557
73.83,186.04,21.3316700582621
70.58,160.64,27.3521281442364
78.17,170.78,26.802920945208
88.95,180.56,27.2833265262584
71.25,188.24,20.1054299323178
73.48,161.39,28.2099381757162
72.26,168.69,25.3946044778218
75.1,161.09,28.9404557199823
71.77,185.37,20.8872850004764
74.3,152.19,32.0772060400638
78.77,172.05,26.6105028976272
58.7,164.12,21.7920633842292
84.24,168.02,29.8419243370505
73.42,168.87,25.7458439383517
61.94,168.68,21.7692042404411
63.52,158.64,25.2405166813529
71.47,162.71,26.9943166858836
66.13,150.19,29.3173969620849
67.46,173.53,22.4021706121567
74.64,157.5,30.0893812650429
64.32,183.19,19.1664311060902
70.49,171.89,23.8577883635363
69.68,172.9,23.3093676833539
70.15,174.08,23.148478476901
59.58,168.88,20.8906981043781
81.13,160.55,31.4761098691588
65.63,162.28,24.9200414051956
88.68,175.76,28.7070712936222
58.58,158.33,23.3675030687774
63.26,185.46,18.3906914777596
79.94,168.28,28.2269052101664
60.42,175.66,19.5835467125438
64.45,171.01,22.0394096922798
74.51,149.61,33.2870782117257
62.9,159.95,24.5857271949333
75.53,175.97,24.3912590129093
69.73,180.21,21.4715258967371
87.47,162.2,33.2451842789393
74.48,174.23,24.53616251323
70.95,163.99,26.382890206158
68.25,160.27,26.5709671849005
67.86,162.98,25.5481746359184
47.72,163.66,17.8186709584708
69.24,171.3,23.5965120175236
68.79,155.13,28.5829609898649
61.83,176.84,19.7703422338885
67.68,156.61,27.5908609641311
73.11,179.59,22.669735026644
74.51,165.36,27.2510135712897
80.6,159.17,31.8118535676084
60.09,150.72,26.4512195633294
53.02,166.01,19.2394087797324
57.94,165.24,21.2219726809262
59.87,170.02,20.7123332588211
55.34,169.93,19.1628501445265
65.89,161.26,25.3371133873858
91.8,169.54,31.9387099527766
67.59,166,24.5272320318342
56.73,161.24,21.8222604488457
69.19,152.09,29.912424712096
63.24,141.45,31.6041926059862
47.55,166.64,17.1220304251142
68.1,168.52,23.9778415969854
74.39,169.24,25.9744269759569
65.95,174.37,21.6893051232039
