Date,Open,High,Low,Close,Volume,Delta,DeltaDelta,,Delta 20,DD 20,Delta 19,DD 19,Delta 18,DD 18,Delta 17,DD 17,Delta 16,DD 16,Delta 15,DD 15,Delta 14,DD 14,Delta 13,DD 13,Delta 12,DD 12,Delta 11,DD 11,Delta 10,DD 10,Delta 9,DD 9,Delta 8,DD 8,Delta 7,DD 7,Delta 6,DD 6,Delta 5,DD 5,Delta 4,DD 4,Delta 3,DD 3,Delta 2,DD 2,Delta 1,DD 1,Trend
05.04.2004 04:00:00.000 GMT+0700,1.21076,1.21263,1.19808,1.20149,1374654.1855,-0.00927000000000011,0.0136999999999998,,0.00156000000000001,-0.01501,-0.00780000000000003,-0.00936000000000004,-0.0102099999999998,-0.0024099999999998,0.01284,0.0230499999999998,-0.01336,-0.0262,0.00713,0.02049,0.00087,-0.00626,-0.00393,-0.00480,0.01523,0.01916,-0.01008,-0.02531,0.00519,0.01527,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.0013399999999999,-0.00326000000000004,0.0140799999999999,0.01274,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-1
06.04.2004 04:00:00.000 GMT+0700,1.20118,1.21335,1.19802,1.21136,1362593.094,0.0101800000000001,0.0194500000000002,,-0.00780000000000003,-0.00936000000000004,-0.0102099999999998,-0.0024099999999998,0.01284,0.0230499999999998,-0.01336,-0.0262,0.00713000000000008,0.0204900000000001,0.00087,-0.00626,-0.00393,-0.00480,0.01523,0.01916,-0.01008,-0.02531,0.00519,0.01527,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.0140799999999999,0.01274,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,1
07.04.2004 04:00:00.000 GMT+0700,1.21096,1.21966,1.20472,1.21712,1358019.5003,0.00615999999999994,-0.00402000000000014,,-0.0102099999999998,-0.0024099999999998,0.01284,0.0230499999999998,-0.01336,-0.0262,0.00713000000000008,0.0204900000000001,0.000870000000000148,-0.00625999999999993,-0.00393,-0.00480,0.01523,0.01916,-0.01008,-0.02531,0.00519,0.01527,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,1
08.04.2004 04:00:00.000 GMT+0700,1.21684,1.22166,1.20574,1.20823,1362116.3945,-0.00861000000000001,-0.01477,,0.01284,0.0230499999999998,-0.01336,-0.0262,0.00713000000000008,0.0204900000000001,0.000870000000000148,-0.00625999999999993,-0.00392999999999999,-0.00480000000000014,0.01523,0.01916,-0.01008,-0.02531,0.00519,0.01527,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-1
09.04.2004 04:00:00.000 GMT+0700,1.20795,1.21104,1.20607,1.20858,1279444.707,0.000629999999999908,0.00923999999999992,,-0.01336,-0.0262,0.00713000000000008,0.0204900000000001,0.000870000000000148,-0.00625999999999993,-0.00392999999999999,-0.00480000000000014,0.0152299999999999,0.0191599999999998,-0.01008,-0.02531,0.00519,0.01527,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,1
12.04.2004 04:00:00.000 GMT+0700,1.20857,1.20956,1.2049,1.2073,1322737.8887,-0.00126999999999988,-0.00189999999999979,,0.00713000000000008,0.0204900000000001,0.000870000000000148,-0.00625999999999993,-0.00392999999999999,-0.00480000000000014,0.0152299999999999,0.0191599999999998,-0.0100799999999999,-0.0253099999999997,0.00519,0.01527,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-1
13.04.2004 04:00:00.000 GMT+0700,1.20734,1.20821,1.19021,1.19424,1332390.6973,-0.0131000000000001,-0.0118300000000002,,0.000870000000000148,-0.00625999999999993,-0.00392999999999999,-0.00480000000000014,0.0152299999999999,0.0191599999999998,-0.0100799999999999,-0.0253099999999997,0.00519000000000003,0.0152699999999999,0.00036,-0.00483,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-1
14.04.2004 04:00:00.000 GMT+0700,1.194,1.19739,1.18678,1.19594,1373773.6056,0.00194000000000005,0.0150400000000002,,-0.00392999999999999,-0.00480000000000014,0.0152299999999999,0.0191599999999998,-0.0100799999999999,-0.0253099999999997,0.00519000000000003,0.0152699999999999,0.000359999999999916,-0.00483000000000011,-0.02057,-0.02093,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,1
15.04.2004 04:00:00.000 GMT+0700,1.19547,1.1992,1.1891,1.19816,1373514.0079,0.00268999999999986,0.000749999999999806,,0.0152299999999999,0.0191599999999998,-0.0100799999999999,-0.0253099999999997,0.00519000000000003,0.0152699999999999,0.000359999999999916,-0.00483000000000011,-0.02057,-0.0209299999999999,-0.00087,0.01970,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,1
16.04.2004 04:00:00.000 GMT+0700,1.1978,1.20442,1.1921,1.19886,1369769.9941,0.00106000000000006,-0.0016299999999998,,-0.0100799999999999,-0.0253099999999997,0.00519000000000003,0.0152699999999999,0.000359999999999916,-0.00483000000000011,-0.02057,-0.0209299999999999,-0.000869999999999926,0.0197000000000001,0.00012,0.00099,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,1
19.04.2004 04:00:00.000 GMT+0700,1.19989,1.20756,1.1998,1.20204,1352776.8887,0.0021500000000001,0.00109000000000004,,0.00519000000000003,0.0152699999999999,0.000359999999999916,-0.00483000000000011,-0.02057,-0.0209299999999999,-0.000869999999999926,0.0197000000000001,0.00012000000000012,0.000990000000000046,0.00460,0.00448,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,1
20.04.2004 04:00:00.000 GMT+0700,1.20175,1.20215,1.18394,1.18647,1361049.3985,-0.0152800000000002,-0.0174300000000003,,0.000359999999999916,-0.00483000000000011,-0.02057,-0.0209299999999999,-0.000869999999999926,0.0197000000000001,0.00012000000000012,0.000990000000000046,0.00459999999999994,0.00447999999999982,0.00134,-0.00326,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-1
21.04.2004 04:00:00.000 GMT+0700,1.18621,1.19111,1.1814,1.18377,1361827.1251,-0.00244,0.0128400000000002,,-0.02057,-0.0209299999999999,-0.000869999999999926,0.0197000000000001,0.00012000000000012,0.000990000000000046,0.00459999999999994,0.00447999999999982,0.0013399999999999,-0.00326000000000004,0.01408,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-1
22.04.2004 04:00:00.000 GMT+0700,1.18341,1.19133,1.17758,1.19002,1363759.0743,0.00661000000000001,0.00905,,-0.000869999999999926,0.0197000000000001,0.00012000000000012,0.000990000000000046,0.00459999999999994,0.00447999999999982,0.0013399999999999,-0.00326000000000004,0.0140799999999999,0.01274,0.00487,-0.00921,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,1
23.04.2004 04:00:00.000 GMT+0700,1.18985,1.19401,1.17935,1.18415,1350705.1875,-0.00570000000000004,-0.01231,,0.00012000000000012,0.000990000000000046,0.00459999999999994,0.00447999999999982,0.0013399999999999,-0.00326000000000004,0.0140799999999999,0.01274,0.00486999999999993,-0.00920999999999994,-0.02297,-0.02784,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-1
26.04.2004 04:00:00.000 GMT+0700,1.18177,1.1884,1.17573,1.18644,1359770.7069,0.00466999999999995,0.01037,,0.00459999999999994,0.00447999999999982,0.0013399999999999,-0.00326000000000004,0.0140799999999999,0.01274,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-0.00927,0.01370,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,1
27.04.2004 04:00:00.000 GMT+0700,1.18606,1.19456,1.18302,1.19223,1351854.0938,0.00617000000000001,0.00150000000000006,,0.0013399999999999,-0.00326000000000004,0.0140799999999999,0.01274,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,0.01018,0.01945,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,1
28.04.2004 04:00:00.000 GMT+0700,1.19193,1.19496,1.18206,1.18393,1356730.6251,-0.00800000000000001,-0.01417,,0.0140799999999999,0.01274,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,0.00616,-0.00402,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-1
29.04.2004 04:00:00.000 GMT+0700,1.18322,1.19841,1.18027,1.19598,1373783.8166,0.0127600000000001,0.0207600000000001,,0.00486999999999993,-0.00920999999999994,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-0.00861,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,1
30.04.2004 04:00:00.000 GMT+0700,1.19557,1.20089,1.19185,1.1977,1357539.0059,0.00212999999999997,-0.0106300000000001,,-0.0229699999999999,-0.0278399999999999,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,0.00063,0.00924,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,1
03.05.2004 04:00:00.000 GMT+0700,1.1977,1.2,1.19189,1.19404,1359898.6153,-0.00366,-0.00578999999999996,,-0.00927000000000011,0.0136999999999998,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-0.00127,-0.00190,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-1
04.05.2004 04:00:00.000 GMT+0700,1.19428,1.21173,1.19227,1.20962,1346133.01,0.0153399999999999,0.0189999999999999,,0.0101800000000001,0.0194500000000002,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-0.01310,-0.01183,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00578999999999996,1
05.05.2004 04:00:00.000 GMT+0700,1.2092,1.21786,1.20915,1.2171,1360703.3964,0.00790000000000002,-0.00743999999999989,,0.00615999999999994,-0.00402000000000014,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,0.00194,0.01504,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00578999999999996,0.0153399999999999,0.0189999999999999,1
06.05.2004 04:00:00.000 GMT+0700,1.21713,1.21749,1.20625,1.20795,1369606.9085,-0.00917999999999997,-0.01708,,-0.00861000000000001,-0.01477,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,0.00269,0.00075,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00578999999999996,0.0153399999999999,0.0189999999999999,0.00790000000000002,-0.00743999999999989,-1
07.05.2004 04:00:00.000 GMT+0700,1.208,1.21313,1.1874,1.18782,1360201.7773,-0.0201799999999999,-0.0109999999999999,,0.000629999999999908,0.00923999999999992,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,0.00106,-0.00163,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00578999999999996,0.0153399999999999,0.0189999999999999,0.00790000000000002,-0.00743999999999989,-0.00917999999999997,-0.01708,-1
10.05.2004 04:00:00.000 GMT+0700,1.18648,1.18936,1.18103,1.18448,1364241.1955,-0.002,0.0181799999999999,,-0.00126999999999988,-0.00189999999999979,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,0.00215,0.00109,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.0153399999999999,0.0189999999999999,0.00790000000000002,-0.00743999999999989,-0.00917999999999997,-0.01708,-0.0201799999999999,-0.0109999999999999,-1
11.05.2004 04:00:00.000 GMT+0700,1.18477,1.18885,1.17869,1.18678,1352422.209,0.00200999999999985,0.00400999999999985,,-0.0131000000000001,-0.0118300000000002,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-0.01528,-0.01743,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790000000000002,-0.00743999999999989,-0.00917999999999997,-0.01708,-0.0201799999999999,-0.0109999999999999,-0.002,0.0181799999999999,1
12.05.2004 04:00:00.000 GMT+0700,1.18661,1.19402,1.18322,1.18962,1374159.8124,0.00300999999999996,0.00100000000000011,,0.00194000000000005,0.0150400000000002,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-0.00244,0.01284,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00917999999999997,-0.01708,-0.0201799999999999,-0.0109999999999999,-0.002,0.0181799999999999,0.00200999999999985,0.00400999999999985,1
13.05.2004 04:00:00.000 GMT+0700,1.1893,1.19294,1.17708,1.18197,1373186.4065,-0.00733000000000006,-0.01034,,0.00268999999999986,0.000749999999999806,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,0.00661,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.0201799999999999,-0.0109999999999999,-0.002,0.0181799999999999,0.00200999999999985,0.00400999999999985,0.00300999999999996,0.00100000000000011,-1
14.05.2004 04:00:00.000 GMT+0700,1.18133,1.19007,1.17806,1.18825,1369928.791,0.00692000000000004,0.0142500000000001,,0.00106000000000006,-0.0016299999999998,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-0.00570,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.002,0.0181799999999999,0.00200999999999985,0.00400999999999985,0.00300999999999996,0.00100000000000011,-0.00733000000000006,-0.01034,1
17.05.2004 04:00:00.000 GMT+0700,1.18832,1.2058,1.18758,1.20241,1358173.4084,0.0140899999999999,0.0071699999999999,,0.0021500000000001,0.00109000000000004,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,0.00467,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00200999999999985,0.00400999999999985,0.00300999999999996,0.00100000000000011,-0.00733000000000006,-0.01034,0.00692000000000004,0.0142500000000001,1
18.05.2004 04:00:00.000 GMT+0700,1.20218,1.20378,1.19272,1.19493,1366832.4005,-0.00724999999999998,-0.0213399999999999,,-0.0152800000000002,-0.0174300000000003,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,0.00617,0.00150,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00300999999999996,0.00100000000000011,-0.00733000000000006,-0.01034,0.00692000000000004,0.0142500000000001,0.0140899999999999,0.0071699999999999,-1
19.05.2004 04:00:00.000 GMT+0700,1.1946,1.20409,1.19346,1.20071,1367739.4005,0.00610999999999984,0.0133599999999998,,-0.00244,0.0128400000000002,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-0.00800,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733000000000006,-0.01034,0.00692000000000004,0.0142500000000001,0.0140899999999999,0.0071699999999999,-0.00724999999999998,-0.0213399999999999,1
20.05.2004 04:00:00.000 GMT+0700,1.20052,1.20188,1.18942,1.19622,1369802.2127,-0.00429999999999997,-0.0104099999999998,,0.00661000000000001,0.00905,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,0.01276,0.02076,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733,-0.01034,0.00692000000000004,0.0142500000000001,0.0140899999999999,0.0071699999999999,-0.00724999999999998,-0.0213399999999999,0.00610999999999984,0.0133599999999998,-1
21.05.2004 04:00:00.000 GMT+0700,1.19577,1.20679,1.1951,1.19801,1366406.3965,0.00224000000000002,0.00653999999999999,,-0.00570000000000004,-0.01231,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,0.00213,-0.01063,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733,-0.01034,0.00692,0.01425,0.0140899999999999,0.0071699999999999,-0.00724999999999998,-0.0213399999999999,0.00610999999999984,0.0133599999999998,-0.00429999999999997,-0.0104099999999998,1
24.05.2004 04:00:00.000 GMT+0700,1.19817,1.20231,1.19324,1.2002,1364336.801,0.00202999999999998,-0.000210000000000043,,0.00466999999999995,0.01037,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00579,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733,-0.01034,0.00692,0.01425,0.01409,0.00717,-0.00724999999999998,-0.0213399999999999,0.00610999999999984,0.0133599999999998,-0.00429999999999997,-0.0104099999999998,0.00224000000000002,0.00653999999999999,1
25.05.2004 04:00:00.000 GMT+0700,1.19978,1.21263,1.19818,1.21045,1371858.002,0.01067,0.00863999999999998,,0.00617000000000001,0.00150000000000006,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00578999999999996,0.01534,0.01900,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733,-0.01034,0.00692,0.01425,0.01409,0.00717,-0.00725,-0.02134,0.00610999999999984,0.0133599999999998,-0.00429999999999997,-0.0104099999999998,0.00224000000000002,0.00653999999999999,0.00202999999999998,-0.000210000000000043,1
26.05.2004 04:00:00.000 GMT+0700,1.2105,1.21422,1.20814,1.2099,1348788.5138,-0.000599999999999934,-0.0112699999999999,,-0.00800000000000001,-0.01417,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00578999999999996,0.0153399999999999,0.0189999999999999,0.00790,-0.00744,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733,-0.01034,0.00692,0.01425,0.01409,0.00717,-0.00725,-0.02134,0.00611,0.01336,-0.00429999999999997,-0.0104099999999998,0.00224000000000002,0.00653999999999999,0.00202999999999998,-0.000210000000000043,0.01067,0.00863999999999998,-1
27.05.2004 04:00:00.000 GMT+0700,1.2101,1.22884,1.20867,1.22602,1363603.9922,0.0159200000000002,0.0165200000000001,,0.0127600000000001,0.0207600000000001,0.00212999999999997,-0.0106300000000001,-0.00366,-0.00578999999999996,0.0153399999999999,0.0189999999999999,0.00790000000000002,-0.00743999999999989,-0.00918,-0.01708,-0.02018,-0.01100,-0.00200,0.01818,0.00201,0.00401,0.00301,0.00100,-0.00733,-0.01034,0.00692,0.01425,0.01409,0.00717,-0.00725,-0.02134,0.00611,0.01336,-0.00430,-0.01041,0.00224000000000002,0.00653999999999999,0.00202999999999998,-0.000210000000000043,0.01067,0.00863999999999998,-0.000599999999999934,-0.0112699999999999,1
